380	0.05026944
385	0.03932007
390	0.06246381
395	0.03500964
400	0
405	1.037568
410	0.1655659
415	0.04668432
420	0.04373821
425	0.04905998
430	0.06065242
435	1.518568
440	0.3614646
445	0.05871015
450	0.04185909
455	0.03718004
460	0.03352164
465	0.02912834
470	0.02908166
475	0.02740845
480	0.02504491
485	0.02796033
490	0.03887118
495	0.02854702
500	0.01765602
505	0.01889222
510	0.01923442
515	0.01647298
520	0.01730958
525	0.01828334
530	0.02185631
535	0.03185417
540	0.05809949
545	1.37426
550	0.4655662
555	0.05082371
560	0.03844536
565	0.03122521
570	0.03735824
575	0.4616941
580	1.186262
585	0.07111929
590	0.08064851
595	0.1875184
600	0.04691837
605	0.05163479
610	0.1187471
615	0.4145955
620	0.7234215
625	0.117828
630	0.06561745
635	0.0383701
640	0.02993021
645	0.03135094
650	0.04857709
655	0.03910695
660	0.02573068
665	0.02315929
670	0.02419775
675	0.02013861
680	0.02278342
685	0.02144383
690	0.05052765
695	0.1481876
700	0.2059069
705	0.1702641
710	0.03697218
715	0.02172254
720	0.02195568
725	0.02130095
730	0.1179135
735	0.03367632
740	0.02154892
745	0.01876757
750	0.01922059
755	0.02100912
760	0.01853594
765	0.0158311
770	0.02231975
775	0.02634037
780	0.01587193
